segment,segment_name,ranking,Short,Long,numerator_denominator,Table Number,Table Name
40,"Horticulture, flowers, turf and aquaculture",2,P_Ptn_in_DFM_85ov,PERSONS_Partner_in_de_facto_marriage_Age_85_years_and_over,P_Ptn_in_DFM_85ov|P_Tot_85ov,G27,Relationship in Household by Age by Sex
40,"Horticulture, flowers, turf and aquaculture",3,P_GrpH_Mem_85ov,PERSONS_Group_household_member_Age_85_years_and_over,P_GrpH_Mem_85ov|P_Tot_85ov,G27,Relationship in Household by Age by Sex
41,Cotton and sugar,1,Christianity_Othr_Christian_P,Christianity_Other_Christian_Persons,Christianity_Othr_Christian_P|Tot_P,G14,Religious Affiliation by Sex
41,Cotton and sugar,1,P_Eng_RelTec_Tot,PERSONS_Engineering_and_Related_Technologies_Total,P_Eng_RelTec_Tot|P_Tot_Tot,G50,Highest Non-School Qualification: Field of Study by Age by Sex
41,Cotton and sugar,1,Korean_BP_B_Aus,Korean_Both_parents_born_in_Australia,Korean_BP_B_Aus|Korean_Tot_resp,G08,Ancestry by Country of Birth of Parents
41,Cotton and sugar,1,P_75_79_Num_chld_evr_brn_5,Age_group_of_parent_75_79_years_Number_of_children_ever_born_Five_children,P_75_79_Num_chld_evr_brn_5|P_75_79_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,1,P_Y10e_65_74,PERSONS_Year_10_or_equivalent_Age_65_74_years,P_Y10e_65_74|P_Tot_65_74_yrs,G16,Highest Year of School Completed by Age by Sex
41,Cotton and sugar,1,P_Y10e_55_64,PERSONS_Year_10_or_equivalent_Age_55_64_years,P_Y10e_55_64|P_Tot_55_64_yrs,G16,Highest Year of School Completed by Age by Sex
41,Cotton and sugar,1,P_55_59_Num_chld_evr_brn_3,Age_group_of_parent_55_59_years_Number_of_children_ever_born_Three_children,P_55_59_Num_chld_evr_brn_3|P_55_59_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,1,Christianity_Tot_P,Christianity_Total_Persons,Christianity_Tot_P|Tot_P,G14,Religious Affiliation by Sex
41,Cotton and sugar,2,P_65_69_Num_chld_evr_brn_4,Age_group_of_parent_65_69_years_Number_of_children_ever_born_Four_children,P_65_69_Num_chld_evr_brn_4|P_65_69_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,2,P_30_34_Num_chld_evr_brn_3,Age_group_of_parent_30_34_years_Number_of_children_ever_born_Three_children,P_30_34_Num_chld_evr_brn_3|P_30_34_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,2,P_GrpH_Mem_75_84,PERSONS_Group_household_member_Age_75_84_years,P_GrpH_Mem_75_84|P_Tot_75_84,G27,Relationship in Household by Age by Sex
41,Cotton and sugar,2,P_Tot_ADF_ev_ser_65_74,PERSONS_Has_served_in_the_Australian_Defence_Total_ever_served_Age_65_74_years,P_Tot_ADF_ev_ser_65_74|P_Tot_65_74,G22,Australian Defence Force Service by Age by Sex
41,Cotton and sugar,2,P_Tot_Occ_MOD,PERSONS_Total_Occupation_Machinery_operators_and_drivers,P_Tot_Occ_MOD|P_Total_Total,G51,Highest Non-School Qualification: Field of Study by Occupation by Sex
41,Cotton and sugar,2,P_Y10e_Tot,PERSONS_Year_10_or_equivalent_Total,P_Y10e_Tot|P_Tot_Tot,G16,Highest Year of School Completed by Age by Sex
41,Cotton and sugar,2,Primary_Catholic_P,Primary_Catholic_Persons,Primary_Catholic_P|Primary_Tot_Primary_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
41,Cotton and sugar,2,P_Min_ToT,PERSONS_Mining_Total,P_Min_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
41,Cotton and sugar,2,Christinty_Prsbytrin_Refrmd_P,Christianity_Presbyterian_and_Reformed_Persons,Christinty_Prsbytrin_Refrmd_P|Tot_P,G14,Religious Affiliation by Sex
41,Cotton and sugar,2,Christinty_Jehvahs_Witnses_P,Christianity_Jehovahs_Witnesses_Persons,Christinty_Jehvahs_Witnses_P|Tot_P,G14,Religious Affiliation by Sex
41,Cotton and sugar,2,Se_d_r_or_t_h_t_Tot_NofB_6_m,Semi_detached_row_or_terrace_house_townhouse_etc_with_Total_Number_of_bedrooms_Six_bedrooms_or_more,Se_d_r_or_t_h_t_Tot_NofB_6_m|Se_d_r_or_t_h_t_Tot_Total,G41,Dwelling Structure by Number of Bedrooms
41,Cotton and sugar,2,P_Cert_III_IV_Total,PERSONS_Certificate_Level_Certificate_III_and_IV_Level_Total,P_Cert_III_IV_Total|P_Tot_Total,G49,Highest Non-School Qualification:  Level of Education by Age by Sex
41,Cotton and sugar,2,German_Tot_resp,German_Total_responses,German_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
41,Cotton and sugar,2,Chinese_BP_B_Aus,Chinese_Both_parents_born_in_Australia,Chinese_BP_B_Aus|Chinese_Tot_resp,G08,Ancestry by Country of Birth of Parents
41,Cotton and sugar,2,Christianity_Uniting_Church_P,Christianity_Uniting_Church_Persons,Christianity_Uniting_Church_P|Tot_P,G14,Religious Affiliation by Sex
41,Cotton and sugar,3,Tot_Nmbr_children_ever_born_4,Total_Number_of_children_ever_born_Four_children,Tot_Nmbr_children_ever_born_4|Total_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,3,P_70_74_Num_chld_evr_brn_4,Age_group_of_parent_70_74_years_Number_of_children_ever_born_Four_children,P_70_74_Num_chld_evr_brn_4|P_70_74_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,3,P_70_74_Num_chld_evr_brn_3,Age_group_of_parent_70_74_years_Number_of_children_ever_born_Three_children,P_70_74_Num_chld_evr_brn_3|P_70_74_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,3,P_Tot_Occ_TTW,PERSONS_Total_Occupation_Technicians_and_trades_workers,P_Tot_Occ_TTW|P_Total_Total,G51,Highest Non-School Qualification: Field of Study by Occupation by Sex
41,Cotton and sugar,3,P_60_64_Num_chld_evr_brn_4,Age_group_of_parent_60_64_years_Number_of_children_ever_born_Four_children,P_60_64_Num_chld_evr_brn_4|P_60_64_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,3,High_yr_schl_comp_Yr_10_eq_P,Highest_year_of_school_completed_Year_10_or_equivalent_Persons,High_yr_schl_comp_Yr_10_eq_P|Tot_P_P,G01,Selected Person Characteristics by Sex
41,Cotton and sugar,3,P_30_34_Num_chld_evr_brn_4,Age_group_of_parent_30_34_years_Number_of_children_ever_born_Four_children,P_30_34_Num_chld_evr_brn_4|P_30_34_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,3,P_25_29_Num_chld_evr_brn_3,Age_group_of_parent_25_29_years_Number_of_children_ever_born_Three_children,P_25_29_Num_chld_evr_brn_3|P_25_29_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,3,F_Tot_DUDW_30_h_mo,FEMALES_Total_Did_unpaid_domestic_work_30_hours_or_more,F_Tot_DUDW_30_h_mo|F_Tot_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
41,Cotton and sugar,3,Christianity_Catholic_P,Christianity_Catholic_Persons,Christianity_Catholic_P|Tot_P,G14,Religious Affiliation by Sex
41,Cotton and sugar,3,T_UOLSE_NWNAA_21,TOTAL_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2021,T_UOLSE_NWNAA_21|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
41,Cotton and sugar,3,Vietnamese_FO_B_OS,Vietnamese_Father_only_born_overseas,Vietnamese_FO_B_OS|Vietnamese_Tot_resp,G08,Ancestry by Country of Birth of Parents
41,Cotton and sugar,3,Maltese_Tot_resp,Maltese_Total_responses,Maltese_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
41,Cotton and sugar,3,Italian_Tot_resp,Italian_Total_responses,Italian_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
41,Cotton and sugar,3,English_BP_B_Aus,English_Both_parents_born_in_Australia,English_BP_B_Aus|English_Tot_resp,G08,Ancestry by Country of Birth of Parents
41,Cotton and sugar,3,P_60_64_Num_chld_evr_brn_3,Age_group_of_parent_60_64_years_Number_of_children_ever_born_Three_children,P_60_64_Num_chld_evr_brn_3|P_60_64_yrs_Total,G28,Number of Children Ever Born 
41,Cotton and sugar,3,P_Dementia_45_54,PERSONS_Dementia_including_Alzheimers_Age_45_54_years,P_Dementia_45_54|P_Tot_45_54,G19,Type of Long-Term Health Condition by Age by Sex
42,Viticulture,1,High_yr_schl_comp_Yr_11_eq_P,Highest_year_of_school_completed_Year_11_or_equivalent_Persons,High_yr_schl_comp_Yr_11_eq_P|Tot_P_P,G01,Selected Person Characteristics by Sex
42,Viticulture,1,P_Emp_PartT_35_44,PERSONS_Employed_worked_Part_time_Age_35_44_years,P_Emp_PartT_35_44|P_Tot_35_44,G46,Labour Force Status by Age by Sex
42,Viticulture,1,Flt_apart_Tot_NofB_6_or_m,Flat_or_apartment_Total_Number_of_bedrooms_Six_bedrooms_or_more,Flt_apart_Tot_NofB_6_or_m|Flt_apart_Tot_Total,G41,Dwelling Structure by Number of Bedrooms
42,Viticulture,1,P_85_ov_Num_chld_evr_brn_5,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_Five_children,P_85_ov_Num_chld_evr_brn_5|P_85ov_Total,G28,Number of Children Ever Born 
42,Viticulture,1,P_85_ov_Num_chld_evr_brn_4,Age_group_of_parent_85_years_and_over_Number_of_children_ever_born_Four_children,P_85_ov_Num_chld_evr_brn_4|P_85ov_Total,G28,Number of Children Ever Born 
42,Viticulture,1,P_Ptn_in_RM_85ov,PERSONS_Partner_in_a_registered_marriage_Age_85_years_and_over,P_Ptn_in_RM_85ov|P_Tot_85ov,G27,Relationship in Household by Age by Sex
42,Viticulture,1,P_Y11e_Tot,PERSONS_Year_11_or_equivalent_Total,P_Y11e_Tot|P_Tot_Tot,G16,Highest Year of School Completed by Age by Sex
42,Viticulture,1,P_Y11e_75_84,PERSONS_Year_11_or_equivalent_Age_75_84_years,P_Y11e_75_84|P_Tot_75_84_yrs,G16,Highest Year of School Completed by Age by Sex
42,Viticulture,1,P_Y11e_65_74,PERSONS_Year_11_or_equivalent_Age_65_74_years,P_Y11e_65_74|P_Tot_65_74_yrs,G16,Highest Year of School Completed by Age by Sex
42,Viticulture,1,P_Y11e_45_54,PERSONS_Year_11_or_equivalent_Age_45_54_years,P_Y11e_45_54|P_Tot_45_54_yrs,G16,Highest Year of School Completed by Age by Sex
42,Viticulture,1,P_Y11e_35_44,PERSONS_Year_11_or_equivalent_Age_35_44_years,P_Y11e_35_44|P_Tot_35_44_yrs,G16,Highest Year of School Completed by Age by Sex
42,Viticulture,1,P_Y11e_55_64,PERSONS_Year_11_or_equivalent_Age_55_64_years,P_Y11e_55_64|P_Tot_55_64_yrs,G16,Highest Year of School Completed by Age by Sex
42,Viticulture,1,P_Mnfg_ToT,PERSONS_Manufacturing_Total,P_Mnfg_ToT|P_ToT_ToT,G53,Highest Non-School Qualification: Level of Education by Industry of Employment by Sex
42,Viticulture,1,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_of_education_institution_Full_time_Part_time_student_status_not_stated_Persons,Oth_typ_ed_instit_F_Pt_ns_P|Other_type_educ_instit_Tot_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
42,Viticulture,1,German_Tot_resp,German_Total_responses,German_Tot_resp|Tot_P_Tot_resp,G08,Ancestry by Country of Birth of Parents
42,Viticulture,1,Christianity_Lutheran_P,Christianity_Lutheran_Persons,Christianity_Lutheran_P|Tot_P,G14,Religious Affiliation by Sex
42,Viticulture,1,Maori_FO_B_OS,Maori_Father_only_born_overseas,Maori_FO_B_OS|Maori_Tot_resp,G08,Ancestry by Country of Birth of Parents
42,Viticulture,1,NZ_FO_B_OS,New_Zealander_Father_only_born_overseas,NZ_FO_B_OS|NZ_Tot_resp,G08,Ancestry by Country of Birth of Parents
42,Viticulture,2,P_Emp_PartT_55_64,PERSONS_Employed_worked_Part_time_Age_55_64_years,P_Emp_PartT_55_64|P_Tot_55_64,G46,Labour Force Status by Age by Sex
42,Viticulture,2,P_85ov_Marrd_reg_marrge,PERSONS_85_years_and_over_Married_in_a_registered_marriage,P_85ov_Marrd_reg_marrge|P_85ov_Total,G06,Social Marital Status by Age by Sex
42,Viticulture,2,Korean_BP_B_OS,Korean_Both_parents_born_overseas,Korean_BP_B_OS|Korean_Tot_resp,G08,Ancestry by Country of Birth of Parents
42,Viticulture,2,P_Y11e_15_19,PERSONS_Year_11_or_equivalent_Age_15_19_years,P_Y11e_15_19|P_Tot_15_19_yrs,G16,Highest Year of School Completed by Age by Sex
42,Viticulture,2,P_Y11e_20_24,PERSONS_Year_11_or_equivalent_Age_20_24_years,P_Y11e_20_24|P_Tot_20_24_yrs,G16,Highest Year of School Completed by Age by Sex
42,Viticulture,2,Tert_Voc_edu_Pt_25_ov_P,Tertiary_Vocational_education_including_TAFE_and_private_training_providers_Part_time_student_Aged_25_years_and_over_Persons,Tert_Voc_edu_Pt_25_ov_P|Tert_Tot_Tert_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
42,Viticulture,2,P_Tot_Volunteer,PERSONS_Total_Volunteer,P_Tot_Volunteer|P_Tot_Tot,G23,Voluntary Work for an Organisation or Group by Age by Sex 
42,Viticulture,2,P_85_ov_Prvided_unpaid_assist,PERSONS_85_years_and_over_Provided_unpaid_assistance,P_85_ov_Prvided_unpaid_assist|P_85_ov_Tot,G25,Unpaid Assistance to a Person with a Disability Health Condition or Due to Old Age by Age by Sex
42,Viticulture,3,P_85_ov_No_need_for_assistnce,PERSONS_85_years_and_over_Does_not_have_need_for_assistance,P_85_ov_No_need_for_assistnce|P_85_yrs_over_Tot,G18,Core Activity Need for Assistance by Age by Sex
42,Viticulture,3,P_30_34_Num_chd_evr_brn_6_mr,Age_group_of_parent_30_34_years_Number_of_children_ever_born_Six_or_more_children,P_30_34_Num_chd_evr_brn_6_mr|P_30_34_yrs_Total,G28,Number of Children Ever Born 
42,Viticulture,3,P_40_44_Num_chld_evr_brn_3,Age_group_of_parent_40_44_years_Number_of_children_ever_born_Three_children,P_40_44_Num_chld_evr_brn_3|P_40_44_yrs_Total,G28,Number of Children Ever Born 
42,Viticulture,3,Vietnamese_MO_B_OS,Vietnamese_Mother_only_born_overseas,Vietnamese_MO_B_OS|Vietnamese_Tot_resp,G08,Ancestry by Country of Birth of Parents
42,Viticulture,3,Primry_Othr_non_Govt_P,Primary_Other_non_Government_Persons,Primry_Othr_non_Govt_P|Primary_Tot_Primary_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
42,Viticulture,3,P_Ag_Envir_Rltd_Sts_Tot,PERSONS_Agriculture_Environmental_and_Related_Studies_Total,P_Ag_Envir_Rltd_Sts_Tot|P_Tot_Tot,G50,Highest Non-School Qualification: Field of Study by Age by Sex
42,Viticulture,3,lfs_Emplyed_wrked_part_time_P,Labour_force_status_Employed_worked_part_time_Persons,lfs_Emplyed_wrked_part_time_P|lfs_Tot_LF_P,G43,Selected Labour Force Education and Migration Characteristics by Sex
42,Viticulture,3,P_Y11e_25_34,PERSONS_Year_11_or_equivalent_Age_25_34_years,P_Y11e_25_34|P_Tot_25_34_yrs,G16,Highest Year of School Completed by Age by Sex
43,Fruit and nut,1,T_UOLSE_T_21,TOTAL_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2021,T_UOLSE_T_21|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
43,Fruit and nut,1,P_3_or_mo_cond_0_14,PERSONS_Count_of_selected_long_term_health_conditions_Has_one_or_more_selected_long_term_health_conditions_Three_or_more_conditions_Age_0_14_years,P_3_or_mo_cond_0_14|P_Tot_0_14,G20,Count of Selected Long-Term Health Conditions by Age by Sex
43,Fruit and nut,2,T_UOLSE_VWW_21,TOTAL_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2021,T_UOLSE_VWW_21|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
43,Fruit and nut,2,T_UOLSE_NWNAA_19,TOTAL_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2019,T_UOLSE_NWNAA_19|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
43,Fruit and nut,2,T_UOLSE_NWNAA_21,TOTAL_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2021,T_UOLSE_NWNAA_21|T_T_T,G11,Proficiency in Spoken English by Year of Arrival in Australia by Age
43,Fruit and nut,2,Christnty_Sevnth_dy_Advntst_P,Christianity_Seventh_day_Adventist_Persons,Christnty_Sevnth_dy_Advntst_P|Tot_P,G14,Religious Affiliation by Sex
43,Fruit and nut,2,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tertiary_University_or_other_higher_education_Full_Part_time_student_status_not_stated_Persons,Tert_Uni_oth_h_edu_F_Pt_ns_P|Tert_Tot_Tert_P,G15,Type of Educational Institution Attending (Full-time/Part-Time Student Status by Age) by Sex
43,Fruit and nut,2,P_Tot_Occ_Lab,PERSONS_Total_Occupation_Labourers,P_Tot_Occ_Lab|P_Total_Total,G51,Highest Non-School Qualification: Field of Study by Occupation by Sex
43,Fruit and nut,3,Sth_African_MO_B_OS,South_African_Mother_only_born_overseas,Sth_African_MO_B_OS|Sth_African_Tot_resp,G08,Ancestry by Country of Birth of Parents
43,Fruit and nut,3,Christinty_Jehvahs_Witnses_P,Christianity_Jehovahs_Witnesses_Persons,Christinty_Jehvahs_Witnses_P|Tot_P,G14,Religious Affiliation by Sex
43,Fruit and nut,3,M_75_84y_DUDW_30_h_mo,MALES_75_84_years_Did_unpaid_domestic_work_30_hours_or_more,M_75_84y_DUDW_30_h_mo|M_75_84y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
43,Fruit and nut,3,P_75_79_Num_chld_evr_brn_4,Age_group_of_parent_75_79_years_Number_of_children_ever_born_Four_children,P_75_79_Num_chld_evr_brn_4|P_75_79_yrs_Total,G28,Number of Children Ever Born 
43,Fruit and nut,3,P_Tot_Labourers,PERSONS_Total_Occupation_Labourers,P_Tot_Labourers|P_Tot_Tot,G60,Occupation by age by Sex
44,Beef and sheep,1,M_Tot_DUDW_30_h_mo,MALES_Total_Did_unpaid_domestic_work_30_hours_or_more,M_Tot_DUDW_30_h_mo|M_Tot_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
44,Beef and sheep,1,M_65_74y_DUDW_30_h_mo,MALES_65_74_years_Did_unpaid_domestic_work_30_hours_or_more,M_65_74y_DUDW_30_h_mo|M_65_74y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
44,Beef and sheep,2,Age_yr_55_59_P,Age_years_55_59_years_Persons,Age_yr_55_59_P|Tot_P,G04,Age by Sex
44,Beef and sheep,2,P_Ptn_in_DFM_75_84,PERSONS_Partner_in_de_facto_marriage_Age_75_84_years,P_Ptn_in_DFM_75_84|P_Tot_75_84,G27,Relationship in Household by Age by Sex
44,Beef and sheep,2,P_75_84_yr_Married_de_facto,PERSONS_75_84_years_Married_in_a_de_facto_marriage,P_75_84_yr_Married_de_facto|P_75_84_yr_Total,G06,Social Marital Status by Age by Sex
44,Beef and sheep,2,Korean_FO_B_OS,Korean_Father_only_born_overseas,Korean_FO_B_OS|Korean_Tot_resp,G08,Ancestry by Country of Birth of Parents
44,Beef and sheep,2,Vietnamese_FO_B_OS,Vietnamese_Father_only_born_overseas,Vietnamese_FO_B_OS|Vietnamese_Tot_resp,G08,Ancestry by Country of Birth of Parents
44,Beef and sheep,2,M_75_84y_DUDW_30_h_mo,MALES_75_84_years_Did_unpaid_domestic_work_30_hours_or_more,M_75_84y_DUDW_30_h_mo|M_75_84y_Total,G24,Unpaid Domestic Work:  Number of Hours by Age by Sex 
44,Beef and sheep,2,Christianity_Anglican_P,Christianity_Anglican_Persons,Christianity_Anglican_P|Tot_P,G14,Religious Affiliation by Sex
44,Beef and sheep,2,Flt_apart_Tot_NofB_6_or_m,Flat_or_apartment_Total_Number_of_bedrooms_Six_bedrooms_or_more,Flt_apart_Tot_NofB_6_or_m|Flt_apart_Tot_Total,G41,Dwelling Structure by Number of Bedrooms
44,Beef and sheep,2,P_Y10e_25_34,PERSONS_Year_10_or_equivalent_Age_25_34_years,P_Y10e_25_34|P_Tot_25_34_yrs,G16,Highest Year of School Completed by Age by Sex
